-0.022006525	-0.120847195	-0.038472082	-0.014826831	0.13784857	-0.3472589	-0.0043668626	-0.037777435	0.005074068	-0.011973385	0.04463223	-0.093450345	0.020250041	-0.060782228	-0.0056302743	-0.08928503
-0.02585983	-0.21346608	0.02811285	0.015593226	0.26617193	-0.42564029	-0.04837675	-0.07360211	0.031220265	-0.11670237	0.016360868	-0.008132704	0.010180628	-0.111707725	0.0261559	-0.11096144
0.045904193	-0.22309382	0.07195507	-0.06101606	0.15760146	-0.42584822	-0.017543644	-0.079928674	0.04832614	-0.097770475	-0.060098104	0.020893428	0.0076569566	-0.11630852	-0.013898679	-0.115948774
-0.045615423	-0.18209246	0.00023778857	-0.0005759256	0.1562778	-0.38980877	-0.071027316	-0.066038504	0.009724893	-0.055487763	0.013052368	-0.06382809	0.02492384	-0.06437441	-0.00058851554	-0.10236838
-0.077707134	-0.17586775	-0.047249757	0.005635775	0.14762814	-0.4385655	0.009917464	0.042468913	-0.013936486	-0.04956242	0.039931696	-0.014292532	-0.0035562417	-0.05399319	-0.009952434	-0.1970609
-0.061494093	-0.1801669	0.07053251	0.042324163	0.14010738	-0.359733	-0.024606684	-0.014301365	-0.0051874067	-0.040280327	0.057278346	0.0036958605	0.0023011642	-0.06471309	-0.006559984	-0.13205345
0.007451726	-0.18734595	0.029796606	0.01762326	0.10462147	-0.37890905	-0.0436292	-0.049052693	0.011199927	-0.03609195	0.043415844	-0.006155022	0.0685972	-0.06642839	-0.012839288	-0.102078184
-0.05789428	-0.1745156	-0.015246022	0.02135109	0.14342843	-0.29324916	-0.034548223	0.03839823	0.01567881	-0.07235753	0.021936662	-0.08142317	0.01363094	-0.07022308	-0.060726993	-0.16657387
-0.012254392	-0.13744274	0.03623322	-0.025729984	0.1511377	-0.33833182	-0.026335383	-0.009451029	0.029223222	-0.06643811	-0.024015296	-0.07291333	0.06767965	-0.034718845	-0.06628352	-0.10058462
0.018692091	-0.2130213	0.044423454	-0.0425871	0.24196677	-0.31692177	-0.07595833	-0.06577669	0.04844793	-0.19502942	-0.05572044	0.022973064	-0.015114075	-0.13704751	0.012880304	-0.0504203
0.046204746	-0.20663412	0.03504412	0.021915745	0.13390538	-0.26427412	-0.010437482	-0.0146661345	0.0492561	-0.13472877	0.010572392	0.026618946	-0.05289355	-0.075246885	-0.020677987	-0.11381471
-0.04087948	-0.27943376	0.093018234	0.023545556	0.21037617	-0.3814352	-0.03865753	0.01904545	0.027197642	-0.11086187	0.053187154	-0.0405803	0.07706946	-0.101976484	-0.049853668	-0.1204193
-0.04291689	-0.1668715	0.041899025	-0.02982147	0.12032277	-0.27984533	-0.020459365	0.022756482	-0.043536376	-0.1115316	-0.0009669913	-0.014378947	-0.014270486	-0.042476647	-0.051113013	-0.14264217
-0.09832428	-0.12984562	-0.053472877	0.0134611195	0.081480354	-0.22176783	0.02808738	0.064906836	-0.09937242	-0.04768543	0.045008894	-0.040057983	0.04864816	0.019871756	-0.10546746	-0.10499695
0.060411457	-0.1336751	0.014127147	0.013165968	0.08183951	-0.2726422	-0.031496048	0.0058869673	-0.0028097373	-0.105041385	0.029258793	0.0076917754	0.0015727729	-0.02422831	-0.005298224	-0.0499291
